PRON,AUX,VERB,DET,ADJ,NOUN,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,PUNCT,SCONJ,PRON,PRON,PRON,VERB,PUNCT,PRON,ADV,VERB,PRON,VERB,DET,NOUN,PART,ADJ,NOUN,CCONJ,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,VERB,PRON,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,VERB,PRON,NOUN,PUNCT,CCONJ,PRON,AUX,ADV,ADJ,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,CCONJ,NOUN,VERB,ADP,DET,NOUN,PUNCT,PRON,AUX,ADV,ADV,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,AUX,VERB,PART,VERB,ADV,ADP,PROPN,SCONJ,PRON,AUX,ADV,VERB,PRON,NOUN,ADP,DET,NOUN,PUNCT,CCONJ,PRON,AUX,VERB,DET,ADJ,NOUN,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,AUX,ADV,ADJ,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,ADP,PROPN,PROPN,AUX,ADP,NOUN,CCONJ,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,VERB,PRON,ADP,PRON,PUNCT,SCONJ,PRON,AUX,ADV,AUX,ADV,ADV,PUNCT,CCONJ,ADV,VERB,ADP,DET,NUM,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,ADJ,ADP,DET,NOUN,CCONJ,PUNCT,PRON,AUX,ADV,VERB,NUM,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,AUX,VERB,NOUN,NOUN,PUNCT,PRON,VERB,ADJ,CCONJ,SCONJ,PRON,VERB,NOUN,PUNCT,ADV,PRON,AUX,VERB,ADP,NOUN,ADJ,NOUN,PUNCT,ADV,ADJ,NOUN,PUNCT,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNCT,PRON,PRON,VERB,ADP,SCONJ,PRON,VERB,DET,NOUN,PART,NOUN,ADP,PROPN,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,AUX,ADP,PROPN,PUNCT,PRON,AUX,VERB,NOUN,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,ADJ,NOUN,CCONJ,NOUN,NOUN,PUNCT,VERB,ADP,NOUN,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,NOUN,VERB,PRON,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,PRON,AUX,ADV,VERB,ADV,ADJ,NOUN,PUNCT,SCONJ,PRON,VERB,PART,VERB,PRON,ADP,PROPN,NUM,NOUN,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,AUX,PRON,AUX,VERB,PART,VERB,PRON,DET,NOUN,ADP,DET,NOUN,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,DET,NOUN,ADP,PUNCT,PRON,NOUN,ADP,NOUN,AUX,PRON,VERB,PUNCT,CCONJ,SCONJ,ADJ,AUX,PRON,VERB,ADP,NOUN,PART,VERB,ADP,DET,NOUN,PUNCT,NOUN,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,AUX,PART,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,ADP,NOUN,AUX,VERB,ADV,ADV,PUNCT,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,ADV,VERB,AUX,PART,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,PART,VERB,DET,NOUN,PUNCT,ADV,PRON,VERB,PART,VERB,ADP,NOUN,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,PART,VERB,ADP,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,ADJ,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,VERB,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,VERB,ADJ,SCONJ,PRON,VERB,PRON,NOUN,PART,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNCT,SCONJ,PRON,VERB,DET,ADJ,PUNCT,NOUN,NOUN,PUNCT,PRON,VERB,ADV,ADJ,PART,VERB,PRON,NOUN,PUNCT,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,SCONJ,PRON,VERB,ADP,DET,ADJ,NOUN,PUNCT,DET,NOUN,AUX,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,ADJ,NOUN,ADP,VERB,NOUN,CCONJ,NOUN,PUNCT,PRON,VERB,PRON,AUX,AUX,ADV,ADJ,SCONJ,PRON,VERB,PRON,PUNCT,CCONJ,SCONJ,PRON,VERB,ADV,ADV,CCONJ,VERB,ADP,PRON,NOUN,PUNCT,PRON,AUX,AUX,AUX,VERB,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,NOUN,AUX,ADV,ADJ,PUNCT,SCONJ,PRON,AUX,PART,VERB,ADJ,NOUN,PUNCT,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNCT,CCONJ,PRON,VERB,ADP,SCONJ,PRON,VERB,DET,NOUN,PART,NOUN,ADP,PROPN,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,SCONJ,PRON,VERB,ADP,DET,NOUN,PUNCT,PRON,AUX,VERB,DET,NOUN,ADP,NOUN,PRON,PRON,VERB,PUNCT,CCONJ,PRON,AUX,PART,VERB,PRON,ADV,PUNCT,ADV,PRON,AUX,VERB,ADV,ADJ,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,ADV,PUNCT,PRON,AUX,VERB,NOUN,ADP,DET,NOUN,PRON,VERB,PUNCT,PRON,PART,VERB,PUNCT,ADV,ADP,DET,ADJ,NOUN,PRON,PRON,VERB,ADV,ADJ,PUNCT,AUX,PART,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,AUX,SCONJ,PRON,VERB,ADP,DET,ADJ,NOUN,PUNCT,VERB,ADP,PROPN,PROPN,ADP,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,DET,NOUN,ADP,NOUN,PUNCT,PRON,AUX,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,PRON,NOUN,PUNCT,PRON,AUX,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,ADP,PRON,NOUN,NOUN,AUX,PART,ADV,ADJ,DET,DET,NOUN,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,SCONJ,PRON,VERB,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,AUX,VERB,ADV,CCONJ,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,PUNCT,PROPN,PROPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,ADJ,PUNCT,SCONJ,PRON,VERB,DET,NOUN,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUX,VERB,DET,NOUN,ADP,PROPN,VERB,PRON,CCONJ,PRON,AUX,VERB,PRON,ADP,DET,ADJ,NOUN,PRON,VERB,ADP,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,ADV,VERB,NUM,NOUN,ADP,NOUN,PRON,AUX,ADP,PROPN,CCONJ,PROPN,CCONJ,SCONJ,PRON,AUX,VERB,PRON,NOUN,ADP,PROPN,PUNCT,DET,ADJ,NOUN,ADJ,AUX,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,DET,NOUN,ADV,ADP,DET,NOUN,NOUN,SCONJ,DET,ADJ,NOUN,AUX,ADJ,CCONJ,ADJ,ADV,PUNCT,SCONJ,DET,NOUN,PART,NOUN,NOUN,AUX,ADJ,PUNCT,PRON,AUX,VERB,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NUM,NOUN,PRON,AUX,VERB,PART,VERB,AUX,NOUN,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,NOUN,ADP,ADP,NUM,NOUN,ADP,DET,ADJ,NOUN,NOUN,CCONJ,ADV,VERB,ADP,DET,NOUN,ADV,ADV,PRON,NOUN,AUX,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,DET,ADJ,NOUN,PUNCT,PRON,AUX,DET,ADJ,NOUN,VERB,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,AUX,ADV,VERB,PRON,ADP,ADP,PRON,NOUN,ADP,DET,NOUN,CCONJ,DET,ADJ,NOUN,PRON,VERB,PUNCT,CCONJ,PRON,VERB,PRON,AUX,DET,ADJ,NOUN,PART,VERB,PRON,ADP,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,ADV,VERB,DET,NOUN,PART,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUX,PRON,VERB,PART,VERB,DET,ADJ,NOUN,PUNCT,ADP,DET,NOUN,NOUN,CCONJ,ADJ,NOUN,PUNCT,AUX,DET,PUNCT,NOUN,NOUN,PUNCT,VERB,ADP,NOUN,PRON,VERB,PRON,PRON,VERB,PART,VERB,ADP,PUNCT,CCONJ,ADV,PUNCT,AUX,PRON,VERB,PART,VERB,PRON,ADP,DET,NOUN,CCONJ,AUX,PRON,VERB,PART,VERB,ADP,DET,NOUN,ADP,PRON,ADJ,CCONJ,VERB,VERB,ADV,PUNCT,,,,,,
DET,NOUN,CCONJ,NOUN,VERB,ADP,DET,NOUN,PUNCT,PRON,AUX,ADV,ADP,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,VERB,PART,AUX,DET,ADJ,NOUN,ADP,ADV,PUNCT,VERB,NOUN,ADP,PRON,CCONJ,NOUN,PRON,VERB,AUX,ADV,ADJ,CCONJ,ADJ,PUNCT,CCONJ,PRON,AUX,ADV,AUX,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,ADV,VERB,DET,NOUN,CCONJ,VERB,NOUN,ADV,SCONJ,PRON,VERB,PART,VERB,PRON,ADP,DET,NOUN,PART,VERB,DET,NOUN,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,ADJ,NOUN,ADP,NOUN,PUNCT,PRON,VERB,PART,VERB,DET,NOUN,CCONJ,VERB,SCONJ,PRON,AUX,ADP,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADJ,PUNCT,PRON,ADV,VERB,PRON,ADJ,CCONJ,VERB,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,VERB,DET,ADJ,NOUN,VERB,ADP,PRON,CCONJ,PRON,ADV,VERB,PART,VERB,ADV,ADV,SCONJ,PRON,ADJ,NOUN,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,PRON,NOUN,CCONJ,PRON,ADV,VERB,DET,NOUN,ADP,ADP,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,VERB,DET,ADJ,CCONJ,VERB,DET,NOUN,DET,ADV,ADV,CCONJ,ADV,PUNCT,PRON,AUX,PART,VERB,DET,NOUN,PRON,AUX,AUX,VERB,ADP,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,VERB,VERB,ADP,DET,ADJ,NOUN,PRON,AUX,PART,VERB,PUNCT,VERB,ADP,ADJ,NOUN,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,VERB,ADJ,ADJ,NOUN,SCONJ,NOUN,AUX,PART,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADJ,PROPN,PROPN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,PRON,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,ADV,VERB,PRON,ADP,PRON,NOUN,AUX,VERB,PRON,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,ADJ,PUNCT,SCONJ,PRON,VERB,DET,NOUN,CCONJ,NOUN,VERB,ADP,DET,ADJ,NOUN,PUNCT,PROPN,PUNCT,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,DET,NOUN,PRON,PRON,AUX,VERB,PART,VERB,PUNCT,PRON,AUX,AUX,ADJ,PART,VERB,ADP,DET,NOUN,ADP,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,NOUN,NOUN,NOUN,AUX,NOUN,ADP,DET,NOUN,ADP,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,PRON,VERB,DET,ADJ,NOUN,PART,VERB,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,ADP,DET,NOUN,PUNCT,PRON,AUX,VERB,PART,VERB,ADP,NOUN,ADV,ADV,ADP,NOUN,NOUN,SCONJ,PRON,VERB,DET,NOUN,ADP,NOUN,ADP,VERB,ADP,PRON,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,AUX,ADP,NOUN,PUNCT,PRON,VERB,PART,AUX,DET,NOUN,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,DET,NOUN,PRON,PRON,AUX,VERB,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,ADP,PRON,PRON,AUX,ADV,ADJ,ADP,PRON,PUNCT,ADV,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,AUX,ADJ,PUNCT,PRON,NOUN,AUX,ADV,VERB,PRON,ADP,PART,VERB,NOUN,NOUN,PUNCT,SCONJ,ADV,PRON,AUX,VERB,NUM,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,PRON,VERB,PUNCT,PRON,AUX,AUX,AUX,ADJ,PART,VERB,DET,ADJ,NOUN,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADJ,NOUN,PUNCT,NOUN,AUX,PRON,ADJ,ADV,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,AUX,ADP,NOUN,PUNCT,PRON,AUX,VERB,ADP,DET,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,PRON,ADV,VERB,ADP,DET,ADJ,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,AUX,PART,DET,ADJ,PUNCT,CCONJ,PRON,VERB,DET,NOUN,ADP,NOUN,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,ADV,PUNCT,PRON,VERB,DET,NOUN,PRON,VERB,PART,VERB,PUNCT,ADV,ADV,PUNCT,DET,NOUN,ADP,NOUN,CCONJ,SCONJ,ADJ,NOUN,AUX,PRON,VERB,PART,VERB,PART,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PUNCT,ADV,VERB,AUX,PART,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,ADJ,NOUN,AUX,VERB,PUNCT,SCONJ,AUX,PRON,VERB,SCONJ,SCONJ,NOUN,AUX,DET,ADV,ADJ,NOUN,ADV,ADP,NOUN,PUNCT,ADP,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,ADV,PUNCT,PRON,VERB,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,ADV,PART,SCONJ,ADP,VERB,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PART,VERB,NOUN,NOUN,PRON,AUX,ADJ,PART,VERB,ADP,DET,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,PRON,VERB,ADP,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,NOUN,AUX,VERB,ADP,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,SCONJ,ADP,DET,NOUN,NOUN,PUNCT,ADP,PROPN,PUNCT,NOUN,CCONJ,ADV,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,AUX,VERB,PRON,AUX,ADV,AUX,PART,VERB,PRON,AUX,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,PRON,PUNCT,PRON,VERB,PRON,AUX,PART,VERB,PRON,AUX,CCONJ,DET,NOUN,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,ADV,PUNCT,VERB,ADP,ADP,NUM,NOUN,ADP,ADV,VERB,CCONJ,VERB,ADP,DET,NOUN,VERB,PRON,DET,ADJ,NOUN,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,ADV,PRON,AUX,PART,VERB,NOUN,AUX,ADJ,PUNCT,CCONJ,SCONJ,PRON,VERB,DET,ADJ,NOUN,PUNCT,PRON,AUX,ADV,VERB,ADP,NOUN,CCONJ,VERB,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPN,PROPN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,ADJ,SCONJ,PRON,AUX,VERB,DET,NOUN,PUNCT,NUM,NOUN,ADP,PROPN,PROPN,ADP,DET,PROPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,PART,VERB,ADP,DET,NOUN,ADP,PROPN,SCONJ,PRON,NOUN,NOUN,VERB,ADP,DET,NOUN,ADP,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUX,PRON,ADJ,PART,VERB,ADP,PROPN,PUNCT,CCONJ,ADV,PRON,VERB,ADP,NOUN,ADP,DET,NOUN,PUNCT,SCONJ,PRON,AUX,AUX,ADV,ADJ,ADP,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PART,VERB,PRON,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,DET,NOUN,ADP,DET,NOUN,AUX,DET,ADV,ADJ,NOUN,ADP,PRON,PUNCT,CCONJ,PRON,AUX,VERB,PRON,NOUN,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,SCONJ,PRON,AUX,ADP,DET,PROPN,PRON,VERB,PART,VERB,ADJ,NOUN,CCONJ,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADJ,PUNCT,NOUN,PUNCT,NOUN,PUNCT,CCONJ,VERB,DET,ADJ,NOUN,SCONJ,PRON,AUX,VERB,PRON,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,DET,NOUN,PUNCT,PRON,VERB,SCONJ,PRON,VERB,DET,NOUN,ADP,NOUN,CCONJ,DET,NOUN,ADP,NOUN,PRON,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,NOUN,ADP,VERB,DET,NOUN,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNCT,PRON,VERB,ADV,ADP,VERB,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,AUX,PART,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,VERB,ADV,ADJ,CCONJ,AUX,ADJ,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,DET,NOUN,ADP,ADJ,NOUN,PRON,PRON,AUX,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,VERB,NOUN,NOUN,PUNCT,CCONJ,DET,NOUN,VERB,VERB,PRON,NOUN,ADP,PRON,NOUN,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
